,Amper1,Amper2
4974,"('ปทุมวัน', 'กรุงเทพมหานคร')","('คลองสาน', 'กรุงเทพมหานคร')"
4975,"('ปทุมวัน', 'กรุงเทพมหานคร')","('บางพลัด', 'กรุงเทพมหานคร')"
4976,"('ปทุมวัน', 'กรุงเทพมหานคร')","('ดินแดง', 'กรุงเทพมหานคร')"
4977,"('ปทุมวัน', 'กรุงเทพมหานคร')","('สาทร', 'กรุงเทพมหานคร')"
4978,"('ปทุมวัน', 'กรุงเทพมหานคร')","('บางคอแหลม', 'กรุงเทพมหานคร')"
4979,"('ปทุมวัน', 'กรุงเทพมหานคร')","('ราชเทวี', 'กรุงเทพมหานคร')"
4980,"('ปทุมวัน', 'กรุงเทพมหานคร')","('วัฒนา', 'กรุงเทพมหานคร')"
4981,"('ปทุมวัน', 'กรุงเทพมหานคร')","('พระประแดง', 'สมุทรปราการ')"
4982,"('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')","('พระนคร', 'กรุงเทพมหานคร')"
4983,"('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')","('ดุสิต', 'กรุงเทพมหานคร')"
4984,"('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')","('บางรัก', 'กรุงเทพมหานคร')"
4985,"('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')","('พญาไท', 'กรุงเทพมหานคร')"
4986,"('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')","('ปทุมวัน', 'กรุงเทพมหานคร')"
4987,"('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')","('สัมพันธวงศ์', 'กรุงเทพมหานคร')"
4988,"('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')","('ยานนาวา', 'กรุงเทพมหานคร')"
4989,"('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')"
4990,"('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')","('บางกอกใหญ่', 'กรุงเทพมหานคร')"
4991,"('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')","('คลองสาน', 'กรุงเทพมหานคร')"
4992,"('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')","('บางกอกน้อย', 'กรุงเทพมหานคร')"
4993,"('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')","('บางพลัด', 'กรุงเทพมหานคร')"
4994,"('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')","('สาทร', 'กรุงเทพมหานคร')"
4995,"('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')","('ราชเทวี', 'กรุงเทพมหานคร')"
4996,"('มีนบุรี', 'กรุงเทพมหานคร')","('หนองจอก', 'กรุงเทพมหานคร')"
4997,"('มีนบุรี', 'กรุงเทพมหานคร')","('บางเขน', 'กรุงเทพมหานคร')"
4998,"('มีนบุรี', 'กรุงเทพมหานคร')","('บางกะปิ', 'กรุงเทพมหานคร')"
4999,"('มีนบุรี', 'กรุงเทพมหานคร')","('ลาดกระบัง', 'กรุงเทพมหานคร')"
5000,"('มีนบุรี', 'กรุงเทพมหานคร')","('คันนายาว', 'กรุงเทพมหานคร')"
5001,"('มีนบุรี', 'กรุงเทพมหานคร')","('สะพานสูง', 'กรุงเทพมหานคร')"
5002,"('มีนบุรี', 'กรุงเทพมหานคร')","('คลองสามวา', 'กรุงเทพมหานคร')"
5003,"('สัมพันธวงศ์', 'กรุงเทพมหานคร')","('พระนคร', 'กรุงเทพมหานคร')"
5004,"('สัมพันธวงศ์', 'กรุงเทพมหานคร')","('ดุสิต', 'กรุงเทพมหานคร')"
5005,"('สัมพันธวงศ์', 'กรุงเทพมหานคร')","('บางรัก', 'กรุงเทพมหานคร')"
5006,"('สัมพันธวงศ์', 'กรุงเทพมหานคร')","('พญาไท', 'กรุงเทพมหานคร')"
5007,"('สัมพันธวงศ์', 'กรุงเทพมหานคร')","('ปทุมวัน', 'กรุงเทพมหานคร')"
5008,"('สัมพันธวงศ์', 'กรุงเทพมหานคร')","('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')"
5009,"('สัมพันธวงศ์', 'กรุงเทพมหานคร')","('ยานนาวา', 'กรุงเทพมหานคร')"
5010,"('สัมพันธวงศ์', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')"
5011,"('สัมพันธวงศ์', 'กรุงเทพมหานคร')","('บางกอกใหญ่', 'กรุงเทพมหานคร')"
5012,"('สัมพันธวงศ์', 'กรุงเทพมหานคร')","('คลองสาน', 'กรุงเทพมหานคร')"
5013,"('สัมพันธวงศ์', 'กรุงเทพมหานคร')","('บางกอกน้อย', 'กรุงเทพมหานคร')"
5014,"('สัมพันธวงศ์', 'กรุงเทพมหานคร')","('บางพลัด', 'กรุงเทพมหานคร')"
5015,"('สัมพันธวงศ์', 'กรุงเทพมหานคร')","('สาทร', 'กรุงเทพมหานคร')"
5016,"('สัมพันธวงศ์', 'กรุงเทพมหานคร')","('บางคอแหลม', 'กรุงเทพมหานคร')"
5017,"('สัมพันธวงศ์', 'กรุงเทพมหานคร')","('จอมทอง', 'กรุงเทพมหานคร')"
5018,"('สัมพันธวงศ์', 'กรุงเทพมหานคร')","('ราชเทวี', 'กรุงเทพมหานคร')"
5019,"('ลาดกระบัง', 'กรุงเทพมหานคร')","('หนองจอก', 'กรุงเทพมหานคร')"
5020,"('ลาดกระบัง', 'กรุงเทพมหานคร')","('มีนบุรี', 'กรุงเทพมหานคร')"
5021,"('ลาดกระบัง', 'กรุงเทพมหานคร')","('ประเวศ', 'กรุงเทพมหานคร')"
5022,"('ลาดกระบัง', 'กรุงเทพมหานคร')","('คันนายาว', 'กรุงเทพมหานคร')"
5023,"('ลาดกระบัง', 'กรุงเทพมหานคร')","('สะพานสูง', 'กรุงเทพมหานคร')"
5024,"('ลาดกระบัง', 'กรุงเทพมหานคร')","('คลองสามวา', 'กรุงเทพมหานคร')"
5025,"('ลาดกระบัง', 'กรุงเทพมหานคร')","('บางบ่อ', 'สมุทรปราการ')"
5026,"('ลาดกระบัง', 'กรุงเทพมหานคร')","('บางพลี', 'สมุทรปราการ')"
5027,"('ลาดกระบัง', 'กรุงเทพมหานคร')","('บางเสาธง', 'สมุทรปราการ')"
5028,"('ลาดกระบัง', 'กรุงเทพมหานคร')","('เมืองฉะเชิงเทรา', 'ฉะเชิงเทรา')"
5029,"('ยานนาวา', 'กรุงเทพมหานคร')","('พระนคร', 'กรุงเทพมหานคร')"
5030,"('ยานนาวา', 'กรุงเทพมหานคร')","('บางรัก', 'กรุงเทพมหานคร')"
5031,"('ยานนาวา', 'กรุงเทพมหานคร')","('คลองเตย', 'กรุงเทพมหานคร')"
5032,"('ยานนาวา', 'กรุงเทพมหานคร')","('ปทุมวัน', 'กรุงเทพมหานคร')"
5033,"('ยานนาวา', 'กรุงเทพมหานคร')","('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')"
5034,"('ยานนาวา', 'กรุงเทพมหานคร')","('สัมพันธวงศ์', 'กรุงเทพมหานคร')"
5035,"('ยานนาวา', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')"
5036,"('ยานนาวา', 'กรุงเทพมหานคร')","('คลองสาน', 'กรุงเทพมหานคร')"
5037,"('ยานนาวา', 'กรุงเทพมหานคร')","('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')"
5038,"('ยานนาวา', 'กรุงเทพมหานคร')","('สาทร', 'กรุงเทพมหานคร')"
5039,"('ยานนาวา', 'กรุงเทพมหานคร')","('บางคอแหลม', 'กรุงเทพมหานคร')"
5040,"('ยานนาวา', 'กรุงเทพมหานคร')","('วัฒนา', 'กรุงเทพมหานคร')"
5041,"('ยานนาวา', 'กรุงเทพมหานคร')","('ทุ่งครุ', 'กรุงเทพมหานคร')"
5042,"('ยานนาวา', 'กรุงเทพมหานคร')","('เมืองสมุทรปราการ', 'สมุทรปราการ')"
5043,"('ยานนาวา', 'กรุงเทพมหานคร')","('พระประแดง', 'สมุทรปราการ')"
5044,"('ธนบุรี', 'กรุงเทพมหานคร')","('พระนคร', 'กรุงเทพมหานคร')"
5045,"('ธนบุรี', 'กรุงเทพมหานคร')","('ดุสิต', 'กรุงเทพมหานคร')"
5046,"('ธนบุรี', 'กรุงเทพมหานคร')","('บางรัก', 'กรุงเทพมหานคร')"
5047,"('ธนบุรี', 'กรุงเทพมหานคร')","('ปทุมวัน', 'กรุงเทพมหานคร')"
5048,"('ธนบุรี', 'กรุงเทพมหานคร')","('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')"
5049,"('ธนบุรี', 'กรุงเทพมหานคร')","('สัมพันธวงศ์', 'กรุงเทพมหานคร')"
5050,"('ธนบุรี', 'กรุงเทพมหานคร')","('ยานนาวา', 'กรุงเทพมหานคร')"
5051,"('ธนบุรี', 'กรุงเทพมหานคร')","('บางกอกใหญ่', 'กรุงเทพมหานคร')"
5052,"('ธนบุรี', 'กรุงเทพมหานคร')","('คลองสาน', 'กรุงเทพมหานคร')"
5053,"('ธนบุรี', 'กรุงเทพมหานคร')","('ตลิ่งชัน', 'กรุงเทพมหานคร')"
5054,"('ธนบุรี', 'กรุงเทพมหานคร')","('บางกอกน้อย', 'กรุงเทพมหานคร')"
5055,"('ธนบุรี', 'กรุงเทพมหานคร')","('บางขุนเทียน', 'กรุงเทพมหานคร')"
5056,"('ธนบุรี', 'กรุงเทพมหานคร')","('ภาษีเจริญ', 'กรุงเทพมหานคร')"
5057,"('ธนบุรี', 'กรุงเทพมหานคร')","('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')"
5058,"('ธนบุรี', 'กรุงเทพมหานคร')","('บางพลัด', 'กรุงเทพมหานคร')"
5059,"('ธนบุรี', 'กรุงเทพมหานคร')","('สาทร', 'กรุงเทพมหานคร')"
5060,"('ธนบุรี', 'กรุงเทพมหานคร')","('บางคอแหลม', 'กรุงเทพมหานคร')"
5061,"('ธนบุรี', 'กรุงเทพมหานคร')","('จอมทอง', 'กรุงเทพมหานคร')"
5062,"('ธนบุรี', 'กรุงเทพมหานคร')","('บางบอน', 'กรุงเทพมหานคร')"
5063,"('ธนบุรี', 'กรุงเทพมหานคร')","('พระประแดง', 'สมุทรปราการ')"
5064,"('บางกอกใหญ่', 'กรุงเทพมหานคร')","('พระนคร', 'กรุงเทพมหานคร')"
5065,"('บางกอกใหญ่', 'กรุงเทพมหานคร')","('ดุสิต', 'กรุงเทพมหานคร')"
5066,"('บางกอกใหญ่', 'กรุงเทพมหานคร')","('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')"
5067,"('บางกอกใหญ่', 'กรุงเทพมหานคร')","('สัมพันธวงศ์', 'กรุงเทพมหานคร')"
5068,"('บางกอกใหญ่', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')"
5069,"('บางกอกใหญ่', 'กรุงเทพมหานคร')","('คลองสาน', 'กรุงเทพมหานคร')"
5070,"('บางกอกใหญ่', 'กรุงเทพมหานคร')","('ตลิ่งชัน', 'กรุงเทพมหานคร')"
5071,"('บางกอกใหญ่', 'กรุงเทพมหานคร')","('บางกอกน้อย', 'กรุงเทพมหานคร')"
5072,"('บางกอกใหญ่', 'กรุงเทพมหานคร')","('ภาษีเจริญ', 'กรุงเทพมหานคร')"
5073,"('บางกอกใหญ่', 'กรุงเทพมหานคร')","('บางพลัด', 'กรุงเทพมหานคร')"
5074,"('บางกอกใหญ่', 'กรุงเทพมหานคร')","('สาทร', 'กรุงเทพมหานคร')"
5075,"('บางกอกใหญ่', 'กรุงเทพมหานคร')","('บางคอแหลม', 'กรุงเทพมหานคร')"
5076,"('บางกอกใหญ่', 'กรุงเทพมหานคร')","('จอมทอง', 'กรุงเทพมหานคร')"
5077,"('ห้วยขวาง', 'กรุงเทพมหานคร')","('บางรัก', 'กรุงเทพมหานคร')"
5078,"('ห้วยขวาง', 'กรุงเทพมหานคร')","('พญาไท', 'กรุงเทพมหานคร')"
5079,"('ห้วยขวาง', 'กรุงเทพมหานคร')","('คลองเตย', 'กรุงเทพมหานคร')"
5080,"('ห้วยขวาง', 'กรุงเทพมหานคร')","('บางกะปิ', 'กรุงเทพมหานคร')"
5081,"('ห้วยขวาง', 'กรุงเทพมหานคร')","('ปทุมวัน', 'กรุงเทพมหานคร')"
5082,"('ห้วยขวาง', 'กรุงเทพมหานคร')","('ดินแดง', 'กรุงเทพมหานคร')"
5083,"('ห้วยขวาง', 'กรุงเทพมหานคร')","('บึงกุ่ม', 'กรุงเทพมหานคร')"
5084,"('ห้วยขวาง', 'กรุงเทพมหานคร')","('สาทร', 'กรุงเทพมหานคร')"
5085,"('ห้วยขวาง', 'กรุงเทพมหานคร')","('บางซื่อ', 'กรุงเทพมหานคร')"
5086,"('ห้วยขวาง', 'กรุงเทพมหานคร')","('จตุจักร', 'กรุงเทพมหานคร')"
5087,"('ห้วยขวาง', 'กรุงเทพมหานคร')","('สวนหลวง', 'กรุงเทพมหานคร')"
5088,"('ห้วยขวาง', 'กรุงเทพมหานคร')","('ราชเทวี', 'กรุงเทพมหานคร')"
5089,"('ห้วยขวาง', 'กรุงเทพมหานคร')","('ลาดพร้าว', 'กรุงเทพมหานคร')"
5090,"('ห้วยขวาง', 'กรุงเทพมหานคร')","('วัฒนา', 'กรุงเทพมหานคร')"
5091,"('ห้วยขวาง', 'กรุงเทพมหานคร')","('วังทองหลาง', 'กรุงเทพมหานคร')"
5092,"('คลองสาน', 'กรุงเทพมหานคร')","('พระนคร', 'กรุงเทพมหานคร')"
5093,"('คลองสาน', 'กรุงเทพมหานคร')","('ดุสิต', 'กรุงเทพมหานคร')"
5094,"('คลองสาน', 'กรุงเทพมหานคร')","('บางรัก', 'กรุงเทพมหานคร')"
5095,"('คลองสาน', 'กรุงเทพมหานคร')","('ปทุมวัน', 'กรุงเทพมหานคร')"
5096,"('คลองสาน', 'กรุงเทพมหานคร')","('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')"
5097,"('คลองสาน', 'กรุงเทพมหานคร')","('สัมพันธวงศ์', 'กรุงเทพมหานคร')"
5098,"('คลองสาน', 'กรุงเทพมหานคร')","('ยานนาวา', 'กรุงเทพมหานคร')"
5099,"('คลองสาน', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')"
5100,"('คลองสาน', 'กรุงเทพมหานคร')","('บางกอกใหญ่', 'กรุงเทพมหานคร')"
5101,"('คลองสาน', 'กรุงเทพมหานคร')","('บางกอกน้อย', 'กรุงเทพมหานคร')"
5102,"('คลองสาน', 'กรุงเทพมหานคร')","('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')"
5103,"('คลองสาน', 'กรุงเทพมหานคร')","('สาทร', 'กรุงเทพมหานคร')"
5104,"('คลองสาน', 'กรุงเทพมหานคร')","('บางคอแหลม', 'กรุงเทพมหานคร')"
5105,"('คลองสาน', 'กรุงเทพมหานคร')","('จอมทอง', 'กรุงเทพมหานคร')"
5106,"('คลองสาน', 'กรุงเทพมหานคร')","('ราชเทวี', 'กรุงเทพมหานคร')"
5107,"('คลองสาน', 'กรุงเทพมหานคร')","('พระประแดง', 'สมุทรปราการ')"
5108,"('ตลิ่งชัน', 'กรุงเทพมหานคร')","('พระนคร', 'กรุงเทพมหานคร')"
5109,"('ตลิ่งชัน', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')"
5110,"('ตลิ่งชัน', 'กรุงเทพมหานคร')","('บางกอกใหญ่', 'กรุงเทพมหานคร')"
5111,"('ตลิ่งชัน', 'กรุงเทพมหานคร')","('บางกอกน้อย', 'กรุงเทพมหานคร')"
5112,"('ตลิ่งชัน', 'กรุงเทพมหานคร')","('ภาษีเจริญ', 'กรุงเทพมหานคร')"
5113,"('ตลิ่งชัน', 'กรุงเทพมหานคร')","('บางพลัด', 'กรุงเทพมหานคร')"
5114,"('ตลิ่งชัน', 'กรุงเทพมหานคร')","('บางแค', 'กรุงเทพมหานคร')"
5115,"('ตลิ่งชัน', 'กรุงเทพมหานคร')","('ทวีวัฒนา', 'กรุงเทพมหานคร')"
5116,"('ตลิ่งชัน', 'กรุงเทพมหานคร')","('เมืองนนทบุรี', 'นนทบุรี')"
5117,"('ตลิ่งชัน', 'กรุงเทพมหานคร')","('บางกรวย', 'นนทบุรี')"
5118,"('ตลิ่งชัน', 'กรุงเทพมหานคร')","('บางใหญ่', 'นนทบุรี')"
5119,"('บางกอกน้อย', 'กรุงเทพมหานคร')","('พระนคร', 'กรุงเทพมหานคร')"
5120,"('บางกอกน้อย', 'กรุงเทพมหานคร')","('ดุสิต', 'กรุงเทพมหานคร')"
5121,"('บางกอกน้อย', 'กรุงเทพมหานคร')","('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')"
5122,"('บางกอกน้อย', 'กรุงเทพมหานคร')","('สัมพันธวงศ์', 'กรุงเทพมหานคร')"
5123,"('บางกอกน้อย', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')"
5124,"('บางกอกน้อย', 'กรุงเทพมหานคร')","('บางกอกใหญ่', 'กรุงเทพมหานคร')"
5125,"('บางกอกน้อย', 'กรุงเทพมหานคร')","('คลองสาน', 'กรุงเทพมหานคร')"
5126,"('บางกอกน้อย', 'กรุงเทพมหานคร')","('ตลิ่งชัน', 'กรุงเทพมหานคร')"
5127,"('บางกอกน้อย', 'กรุงเทพมหานคร')","('ภาษีเจริญ', 'กรุงเทพมหานคร')"
5128,"('บางกอกน้อย', 'กรุงเทพมหานคร')","('บางพลัด', 'กรุงเทพมหานคร')"
5129,"('บางกอกน้อย', 'กรุงเทพมหานคร')","('สาทร', 'กรุงเทพมหานคร')"
5130,"('บางกอกน้อย', 'กรุงเทพมหานคร')","('บางซื่อ', 'กรุงเทพมหานคร')"
5131,"('บางกอกน้อย', 'กรุงเทพมหานคร')","('บางกรวย', 'นนทบุรี')"
5132,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')"
5133,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('ภาษีเจริญ', 'กรุงเทพมหานคร')"
5134,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('หนองแขม', 'กรุงเทพมหานคร')"
5135,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')"
5136,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('บางคอแหลม', 'กรุงเทพมหานคร')"
5137,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('จอมทอง', 'กรุงเทพมหานคร')"
5138,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('บางแค', 'กรุงเทพมหานคร')"
5139,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('ทุ่งครุ', 'กรุงเทพมหานคร')"
5140,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('บางบอน', 'กรุงเทพมหานคร')"
5141,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('พระสมุทรเจดีย์', 'สมุทรปราการ')"
5142,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('เมืองสมุทรสาคร', 'สมุทรสาคร')"
5143,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('พระนคร', 'กรุงเทพมหานคร')"
5144,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')"
5145,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('บางกอกใหญ่', 'กรุงเทพมหานคร')"
5146,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('ตลิ่งชัน', 'กรุงเทพมหานคร')"
5147,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('บางกอกน้อย', 'กรุงเทพมหานคร')"
5148,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('บางขุนเทียน', 'กรุงเทพมหานคร')"
5149,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')"
5150,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('บางพลัด', 'กรุงเทพมหานคร')"
5151,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('บางคอแหลม', 'กรุงเทพมหานคร')"
5152,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('จอมทอง', 'กรุงเทพมหานคร')"
5153,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('บางแค', 'กรุงเทพมหานคร')"
5154,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('ทวีวัฒนา', 'กรุงเทพมหานคร')"
5155,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('บางบอน', 'กรุงเทพมหานคร')"
5156,"('หนองแขม', 'กรุงเทพมหานคร')","('บางขุนเทียน', 'กรุงเทพมหานคร')"
5157,"('หนองแขม', 'กรุงเทพมหานคร')","('บางแค', 'กรุงเทพมหานคร')"
5158,"('หนองแขม', 'กรุงเทพมหานคร')","('ทวีวัฒนา', 'กรุงเทพมหานคร')"
5159,"('หนองแขม', 'กรุงเทพมหานคร')","('บางบอน', 'กรุงเทพมหานคร')"
5160,"('หนองแขม', 'กรุงเทพมหานคร')","('กระทุ่มแบน', 'สมุทรสาคร')"
5161,"('หนองแขม', 'กรุงเทพมหานคร')","('สามพราน', 'นครปฐม')"
5162,"('หนองแขม', 'กรุงเทพมหานคร')","('เมืองสมุทรสาคร', 'สมุทรสาคร')"
5163,"('ดอนเมือง', 'กรุงเทพมหานคร')","('บางเขน', 'กรุงเทพมหานคร')"
5164,"('ดอนเมือง', 'กรุงเทพมหานคร')","('หลักสี่', 'กรุงเทพมหานคร')"
5165,"('ดอนเมือง', 'กรุงเทพมหานคร')","('สายไหม', 'กรุงเทพมหานคร')"
5166,"('ดอนเมือง', 'กรุงเทพมหานคร')","('เมืองนนทบุรี', 'นนทบุรี')"
5167,"('ดอนเมือง', 'กรุงเทพมหานคร')","('ปากเกร็ด', 'นนทบุรี')"
5168,"('ดอนเมือง', 'กรุงเทพมหานคร')","('เมืองปทุมธานี', 'ปทุมธานี')"
5169,"('ดอนเมือง', 'กรุงเทพมหานคร')","('ธัญบุรี', 'ปทุมธานี')"
5170,"('ดอนเมือง', 'กรุงเทพมหานคร')","('ลำลูกกา', 'ปทุมธานี')"
5171,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('ยานนาวา', 'กรุงเทพมหานคร')"
5172,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')"
5173,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('คลองสาน', 'กรุงเทพมหานคร')"
5174,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('บางขุนเทียน', 'กรุงเทพมหานคร')"
5175,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('ภาษีเจริญ', 'กรุงเทพมหานคร')"
5176,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('สาทร', 'กรุงเทพมหานคร')"
5177,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('บางคอแหลม', 'กรุงเทพมหานคร')"
5178,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('จอมทอง', 'กรุงเทพมหานคร')"
5179,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('ทุ่งครุ', 'กรุงเทพมหานคร')"
5180,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('พระประแดง', 'สมุทรปราการ')"
5181,"('บางพลัด', 'กรุงเทพมหานคร')","('พระนคร', 'กรุงเทพมหานคร')"
5182,"('บางพลัด', 'กรุงเทพมหานคร')","('ดุสิต', 'กรุงเทพมหานคร')"
5183,"('บางพลัด', 'กรุงเทพมหานคร')","('พญาไท', 'กรุงเทพมหานคร')"
5184,"('บางพลัด', 'กรุงเทพมหานคร')","('ปทุมวัน', 'กรุงเทพมหานคร')"
5185,"('บางพลัด', 'กรุงเทพมหานคร')","('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')"
5186,"('บางพลัด', 'กรุงเทพมหานคร')","('สัมพันธวงศ์', 'กรุงเทพมหานคร')"
5187,"('บางพลัด', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')"
5188,"('บางพลัด', 'กรุงเทพมหานคร')","('บางกอกใหญ่', 'กรุงเทพมหานคร')"
5189,"('บางพลัด', 'กรุงเทพมหานคร')","('ตลิ่งชัน', 'กรุงเทพมหานคร')"
5190,"('บางพลัด', 'กรุงเทพมหานคร')","('บางกอกน้อย', 'กรุงเทพมหานคร')"
5191,"('บางพลัด', 'กรุงเทพมหานคร')","('ภาษีเจริญ', 'กรุงเทพมหานคร')"
5192,"('บางพลัด', 'กรุงเทพมหานคร')","('บางซื่อ', 'กรุงเทพมหานคร')"
5193,"('บางพลัด', 'กรุงเทพมหานคร')","('จตุจักร', 'กรุงเทพมหานคร')"
5194,"('บางพลัด', 'กรุงเทพมหานคร')","('ราชเทวี', 'กรุงเทพมหานคร')"
5195,"('บางพลัด', 'กรุงเทพมหานคร')","('เมืองนนทบุรี', 'นนทบุรี')"
5196,"('บางพลัด', 'กรุงเทพมหานคร')","('บางกรวย', 'นนทบุรี')"
5197,"('ดินแดง', 'กรุงเทพมหานคร')","('ดุสิต', 'กรุงเทพมหานคร')"
5198,"('ดินแดง', 'กรุงเทพมหานคร')","('บางรัก', 'กรุงเทพมหานคร')"
5199,"('ดินแดง', 'กรุงเทพมหานคร')","('พญาไท', 'กรุงเทพมหานคร')"
5200,"('ดินแดง', 'กรุงเทพมหานคร')","('คลองเตย', 'กรุงเทพมหานคร')"
5201,"('ดินแดง', 'กรุงเทพมหานคร')","('ปทุมวัน', 'กรุงเทพมหานคร')"
5202,"('ดินแดง', 'กรุงเทพมหานคร')","('ห้วยขวาง', 'กรุงเทพมหานคร')"
5203,"('ดินแดง', 'กรุงเทพมหานคร')","('บางซื่อ', 'กรุงเทพมหานคร')"
5204,"('ดินแดง', 'กรุงเทพมหานคร')","('จตุจักร', 'กรุงเทพมหานคร')"
5205,"('ดินแดง', 'กรุงเทพมหานคร')","('ราชเทวี', 'กรุงเทพมหานคร')"
5206,"('ดินแดง', 'กรุงเทพมหานคร')","('ลาดพร้าว', 'กรุงเทพมหานคร')"
5207,"('ดินแดง', 'กรุงเทพมหานคร')","('วัฒนา', 'กรุงเทพมหานคร')"
5208,"('ดินแดง', 'กรุงเทพมหานคร')","('วังทองหลาง', 'กรุงเทพมหานคร')"
5209,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('บางเขน', 'กรุงเทพมหานคร')"
5210,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('บางกะปิ', 'กรุงเทพมหานคร')"
5211,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('ห้วยขวาง', 'กรุงเทพมหานคร')"
5212,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('ลาดพร้าว', 'กรุงเทพมหานคร')"
5213,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('คันนายาว', 'กรุงเทพมหานคร')"
5214,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('สะพานสูง', 'กรุงเทพมหานคร')"
5215,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('วังทองหลาง', 'กรุงเทพมหานคร')"
5216,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('คลองสามวา', 'กรุงเทพมหานคร')"
5217,"('สาทร', 'กรุงเทพมหานคร')","('พระนคร', 'กรุงเทพมหานคร')"
